epoch,acoustic_G_loss,visual_G_loss,text_G_loss,visual_D_loss,text_D_loss,acoustic_D_loss
4,1.0264642238616943,0.2051835358142852,2.398482084274292,0.3042442798614502,0.2531642019748688,0.3343719244003296
0,0.8632785081863403,3.2574496269226074,0.8745442628860474,0.3000484108924866,0.2605194449424743,0.294099360704422
1,1.375319242477417,0.1981084495782852,1.844218373298645,0.3086416721343994,0.3245823085308075,0.2484176903963089
2,0.8787204027175903,0.1919358372688293,0.1874466687440872,0.2795357704162597,0.2828320860862732,0.1991930902004242
3,0.9876317381858826,0.1874294131994247,1.0853493213653564,0.2679639756679535,0.2663423120975494,0.2378390431404113
4,0.7330050468444824,0.1875591427087783,2.8573806285858154,0.2402477413415908,0.2501367628574371,0.2232875823974609
0,0.5012106895446777,0.1762565970420837,1.4201668500900269,0.3284516930580139,0.3483588099479675,0.2301493883132934
1,1.8287956714630127,0.1768855899572372,1.020828127861023,0.3114916086196899,0.3586541414260864,0.2199369817972183
2,1.9473702907562256,0.1747037172317505,0.3365524411201477,0.2142294496297836,0.3875687420368194,0.251996636390686
3,1.9125761985778809,0.1730019599199295,0.6270971894264221,0.2464097440242767,0.4231815040111542,0.5841701030731201
4,1.821388483047485,0.1724780350923538,0.957825005054474,0.2361336499452591,0.2768399715423584,0.4061121642589569
0,1.630066156387329,0.174977496266365,1.8552302122116089,0.3463930785655975,0.3791456222534179,0.2303516566753387
1,1.5884740352630615,0.1671534031629562,1.563544988632202,0.2872028052806854,0.3488751053810119,0.2334906160831451
2,1.5006647109985352,0.1663478165864944,0.4329964816570282,0.3107707500457763,0.3726829290390014,0.5309820771217346
3,1.6198246479034424,0.1627324968576431,0.744549036026001,0.2250525504350662,0.4005182385444641,0.2275183200836181
4,1.618240475654602,0.1558044105768203,0.2907094359397888,0.2493411898612976,0.2893101572990417,0.497144877910614
0,1.52076256275177,0.1869071274995803,0.8009047508239746,0.24493208527565,0.3226636350154876,0.3272727131843567
1,1.2206228971481323,0.1531704068183899,2.2724437713623047,0.2739678025245666,0.2554533779621124,0.2306036651134491
2,0.636457085609436,0.1498557031154632,0.1911718547344207,0.2302530854940414,0.2334443926811218,1.0434730052947998
3,0.0696474239230156,0.1534132063388824,1.4204682111740112,0.213075190782547,0.5850821733474731,0.2010272741317749
4,0.1815895289182663,0.1500182002782821,0.4914988875389099,0.2359901070594787,0.2570984661579132,0.2996213436126709
0,0.11488261073827744,0.1540633887052536,2.2680089473724365,0.2981179356575012,0.2719128727912903,0.26452767848968506
1,1.0555518865585327,0.14360371232032776,1.0736654996871948,0.22512799501419067,0.24239739775657654,0.21081486344337463
2,0.13452954590320587,0.14829230308532715,1.373955249786377,0.18005281686782837,0.23723629117012024,0.27787715196609497
3,0.2126639187335968,0.24548208713531494,2.552011013031006,0.3760659694671631,0.19931554794311523,0.36494410037994385
4,0.37782153487205505,0.4594106078147888,1.995381474494934,0.16295143961906433,0.22705575823783875,0.2277325540781021
